AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR
0-19|3.3|3.7|3.5|Malignant|1472|42387849|Male|Tumors of Neuroepthelial Tissue|2012
0-19|0.7|0.8|0.7|Benign/Borderline|312|42339679|Male|Tumors of Neuroepthelial Tissue|2013
0-19|3.3|3.6|3.4|Malignant|1446|42339679|Male|Tumors of Neuroepthelial Tissue|2013
0-19|0.6|0.8|0.7|Benign/Borderline|304|42351811|Male|Tumors of Neuroepthelial Tissue|2014
0-19|3.2|3.5|3.4|Malignant|1424|42351811|Male|Tumors of Neuroepthelial Tissue|2014
0-19|0.7|0.9|0.8|Benign/Borderline|337|42425680|Male|Tumors of Neuroepthelial Tissue|2015
0-19|3.3|3.6|3.4|Malignant|1459|42425680|Male|Tumors of Neuroepthelial Tissue|2015
0-19|0.8|1.0|0.9|Benign/Borderline|368|42534300|Male|Tumors of Neuroepthelial Tissue|2016
0-19|3.2|3.5|3.3|Malignant|1417|42534300|Male|Tumors of Neuroepthelial Tissue|2016
0-19|0.8|0.9|0.8|Benign/Borderline|358|42605171|Male|Tumors of Neuroepthelial Tissue|2017
0-19|3.4|3.7|3.6|Malignant|1510|42605171|Male|Tumors of Neuroepthelial Tissue|2017
0-19|0.9|1.1|1.0|Benign/Borderline|437|42616257|Male|Tumors of Neuroepthelial Tissue|2018
0-19|2.6|3.0|2.8|Malignant|1188|42616257|Male|Tumors of Neuroepthelial Tissue|2018
0-19|0.9|1.0|0.9|Benign/Borderline|1994|211518041|Male|Tumors of Neuroepthelial Tissue|2018-2022
0-19|2.6|2.7|2.6|Malignant|5508|211518041|Male|Tumors of Neuroepthelial Tissue|2018-2022
0-19|0.9|1.1|1.0|Benign/Borderline|445|42563170|Male|Tumors of Neuroepthelial Tissue|2019
0-19|2.5|2.8|2.7|Malignant|1131|42563170|Male|Tumors of Neuroepthelial Tissue|2019
0-19|0.7|0.9|0.8|Benign/Borderline|349|42391466|Male|Tumors of Neuroepthelial Tissue|2020
0-19|2.5|2.8|2.6|Malignant|1099|42391466|Male|Tumors of Neuroepthelial Tissue|2020
0-19|0.8|0.9|0.8|Benign/Borderline|353|42049566|Male|Tumors of Neuroepthelial Tissue|2021
0-19|2.5|2.8|2.6|Malignant|1092|42049566|Male|Tumors of Neuroepthelial Tissue|2021
0-19|0.9|1.1|1.0|Benign/Borderline|410|41897582|Male|Tumors of Neuroepthelial Tissue|2022
0-19|2.3|2.6|2.4|Malignant|998|41897582|Male|Tumors of Neuroepthelial Tissue|2022
0-19|0.4|0.5|0.4|Benign/Borderline|172|41889233|Male|Tumors of Sellar Region|2004
0-19|~|~|~|Malignant|~|41889233|Male|Tumors of Sellar Region|2004
0-19|0.5|0.6|0.5|Benign/Borderline|221|42006384|Male|Tumors of Sellar Region|2005
0-19|~|~|~|Malignant|~|42006384|Male|Tumors of Sellar Region|2005
0-19|0.4|0.5|0.4|Benign/Borderline|184|42158997|Male|Tumors of Sellar Region|2006
0-19|~|~|~|Malignant|~|42158997|Male|Tumors of Sellar Region|2006
0-19|0.4|0.5|0.5|Benign/Borderline|205|42367071|Male|Tumors of Sellar Region|2007
0-19|~|~|~|Malignant|~|42367071|Male|Tumors of Sellar Region|2007
0-19|0.5|0.6|0.5|Benign/Borderline|235|42541971|Male|Tumors of Sellar Region|2008
0-19|~|~|~|Malignant|~|42541971|Male|Tumors of Sellar Region|2008
0-19|0.5|0.6|0.6|Benign/Borderline|244|42609915|Male|Tumors of Sellar Region|2009
0-19|~|~|~|Malignant|~|42609915|Male|Tumors of Sellar Region|2009
0-19|0.5|0.6|0.5|Benign/Borderline|229|42572643|Male|Tumors of Sellar Region|2010
0-19|~|~|~|Malignant|~|42572643|Male|Tumors of Sellar Region|2010
0-19|0.5|0.6|0.5|Benign/Borderline|224|42484916|Male|Tumors of Sellar Region|2011
0-19|~|~|~|Malignant|~|42484916|Male|Tumors of Sellar Region|2011
0-19|0.5|0.7|0.6|Benign/Borderline|264|42387849|Male|Tumors of Sellar Region|2012
0-19|~|~|~|Malignant|~|42387849|Male|Tumors of Sellar Region|2012
0-19|0.6|0.7|0.7|Benign/Borderline|280|42339679|Male|Tumors of Sellar Region|2013
0-19|~|~|~|Malignant|~|42339679|Male|Tumors of Sellar Region|2013
0-19|0.7|0.8|0.7|Benign/Borderline|314|42351811|Male|Tumors of Sellar Region|2014
0-19|~|~|~|Malignant|~|42351811|Male|Tumors of Sellar Region|2014
0-19|0.6|0.7|0.6|Benign/Borderline|276|42425680|Male|Tumors of Sellar Region|2015
0-19|~|~|~|Malignant|~|42425680|Male|Tumors of Sellar Region|2015
0-19|0.6|0.8|0.7|Benign/Borderline|293|42534300|Male|Tumors of Sellar Region|2016
0-19|~|~|~|Malignant|~|42534300|Male|Tumors of Sellar Region|2016
0-19|0.7|0.9|0.8|Benign/Borderline|337|42605171|Male|Tumors of Sellar Region|2017
0-19|~|~|~|Malignant|~|42605171|Male|Tumors of Sellar Region|2017
0-19|0.6|0.8|0.7|Benign/Borderline|314|42616257|Male|Tumors of Sellar Region|2018
0-19|~|~|~|Malignant|~|42616257|Male|Tumors of Sellar Region|2018
0-19|0.6|0.7|0.7|Benign/Borderline|1416|211518041|Male|Tumors of Sellar Region|2018-2022
0-19|~|~|~|Malignant|~|211518041|Male|Tumors of Sellar Region|2018-2022
0-19|0.6|0.8|0.7|Benign/Borderline|296|42563170|Male|Tumors of Sellar Region|2019
0-19|~|~|~|Malignant|~|42563170|Male|Tumors of Sellar Region|2019
0-19|0.5|0.7|0.6|Benign/Borderline|255|42391466|Male|Tumors of Sellar Region|2020
0-19|~|~|~|Malignant|~|42391466|Male|Tumors of Sellar Region|2020
0-19|0.6|0.8|0.7|Benign/Borderline|290|42049566|Male|Tumors of Sellar Region|2021
0-19|~|~|~|Malignant|~|42049566|Male|Tumors of Sellar Region|2021
0-19|0.5|0.7|0.6|Benign/Borderline|261|41897582|Male|Tumors of Sellar Region|2022
0-19|~|~|~|Malignant|~|41897582|Male|Tumors of Sellar Region|2022
0-19|0.1|0.2|0.2|Benign/Borderline|79|41889233|Male|Tumors of the Meninges|2004
0-19|~|~|~|Malignant|~|41889233|Male|Tumors of the Meninges|2004
0-19|0.2|0.2|0.2|Benign/Borderline|86|42006384|Male|Tumors of the Meninges|2005
0-19|~|~|~|Malignant|~|42006384|Male|Tumors of the Meninges|2005
0-19|0.2|0.3|0.2|Benign/Borderline|88|42158997|Male|Tumors of the Meninges|2006
0-19|~|~|~|Malignant|~|42158997|Male|Tumors of the Meninges|2006
0-19|0.2|0.2|0.2|Benign/Borderline|85|42367071|Male|Tumors of the Meninges|2007
0-19|~|~|~|Malignant|~|42367071|Male|Tumors of the Meninges|2007
0-19|0.2|0.3|0.2|Benign/Borderline|91|42541971|Male|Tumors of the Meninges|2008
0-19|~|~|~|Malignant|~|42541971|Male|Tumors of the Meninges|2008
0-19|0.2|0.3|0.2|Benign/Borderline|101|42609915|Male|Tumors of the Meninges|2009
0-19|~|~|~|Malignant|~|42609915|Male|Tumors of the Meninges|2009
0-19|0.2|0.3|0.2|Benign/Borderline|95|42572643|Male|Tumors of the Meninges|2010
0-19|~|~|~|Malignant|~|42572643|Male|Tumors of the Meninges|2010
0-19|0.2|0.3|0.3|Benign/Borderline|122|42484916|Male|Tumors of the Meninges|2011
0-19|~|~|~|Malignant|~|42484916|Male|Tumors of the Meninges|2011
0-19|0.3|0.4|0.3|Benign/Borderline|132|42387849|Male|Tumors of the Meninges|2012
0-19|~|~|~|Malignant|~|42387849|Male|Tumors of the Meninges|2012
0-19|0.2|0.3|0.3|Benign/Borderline|111|42339679|Male|Tumors of the Meninges|2013
0-19|~|~|~|Malignant|~|42339679|Male|Tumors of the Meninges|2013
0-19|0.2|0.3|0.3|Benign/Borderline|119|42351811|Male|Tumors of the Meninges|2014
0-19|~|~|~|Malignant|~|42351811|Male|Tumors of the Meninges|2014
0-19|0.2|0.3|0.3|Benign/Borderline|123|42425680|Male|Tumors of the Meninges|2015
0-19|~|~|~|Malignant|~|42425680|Male|Tumors of the Meninges|2015
0-19|0.2|0.3|0.3|Benign/Borderline|118|42534300|Male|Tumors of the Meninges|2016
0-19|~|~|~|Malignant|~|42534300|Male|Tumors of the Meninges|2016
0-19|0.3|0.4|0.3|Benign/Borderline|135|42605171|Male|Tumors of the Meninges|2017
0-19|~|~|~|Malignant|~|42605171|Male|Tumors of the Meninges|2017
0-19|0.3|0.4|0.4|Benign/Borderline|157|42616257|Male|Tumors of the Meninges|2018
0-19|~|~|~|Malignant|~|42616257|Male|Tumors of the Meninges|2018
0-19|0.3|0.3|0.3|Benign/Borderline|622|211518041|Male|Tumors of the Meninges|2018-2022
0-19|0.0|0.0|0.0|Malignant|56|211518041|Male|Tumors of the Meninges|2018-2022
0-19|0.2|0.3|0.3|Benign/Borderline|110|42563170|Male|Tumors of the Meninges|2019
0-19|~|~|~|Malignant|~|42563170|Male|Tumors of the Meninges|2019
0-19|0.2|0.3|0.3|Benign/Borderline|114|42391466|Male|Tumors of the Meninges|2020
0-19|0.0|0.1|0.0|Malignant|19|42391466|Male|Tumors of the Meninges|2020
0-19|0.2|0.3|0.3|Benign/Borderline|112|42049566|Male|Tumors of the Meninges|2021
0-19|0.0|0.1|0.0|Malignant|16|42049566|Male|Tumors of the Meninges|2021
0-19|0.3|0.4|0.3|Benign/Borderline|129|41897582|Male|Tumors of the Meninges|2022
0-19|~|~|~|Malignant|~|41897582|Male|Tumors of the Meninges|2022
0-19|0.1|0.2|0.2|Benign/Borderline|65|41889233|Male|Unclassified Tumors|2004
0-19|0.0|0.1|0.0|Malignant|16|41889233|Male|Unclassified Tumors|2004
0-19|0.2|0.2|0.2|Benign/Borderline|82|42006384|Male|Unclassified Tumors|2005
0-19|0.0|0.1|0.0|Malignant|19|42006384|Male|Unclassified Tumors|2005
0-19|0.2|0.3|0.2|Benign/Borderline|94|42158997|Male|Unclassified Tumors|2006
0-19|0.0|0.1|0.1|Malignant|23|42158997|Male|Unclassified Tumors|2006
0-19|0.2|0.3|0.3|Benign/Borderline|122|42367071|Male|Unclassified Tumors|2007
0-19|0.0|0.1|0.1|Malignant|25|42367071|Male|Unclassified Tumors|2007
0-19|0.2|0.3|0.2|Benign/Borderline|100|42541971|Male|Unclassified Tumors|2008
0-19|0.0|0.1|0.0|Malignant|21|42541971|Male|Unclassified Tumors|2008
0-19|0.3|0.4|0.4|Benign/Borderline|153|42609915|Male|Unclassified Tumors|2009
0-19|0.0|0.1|0.1|Malignant|22|42609915|Male|Unclassified Tumors|2009
0-19|0.3|0.4|0.3|Benign/Borderline|141|42572643|Male|Unclassified Tumors|2010
0-19|0.0|0.1|0.0|Malignant|18|42572643|Male|Unclassified Tumors|2010
0-19|0.3|0.4|0.3|Benign/Borderline|150|42484916|Male|Unclassified Tumors|2011
0-19|~|~|~|Malignant|~|42484916|Male|Unclassified Tumors|2011
0-19|0.3|0.4|0.3|Benign/Borderline|128|42387849|Male|Unclassified Tumors|2012
0-19|0.0|0.1|0.1|Malignant|31|42387849|Male|Unclassified Tumors|2012
0-19|0.3|0.4|0.3|Benign/Borderline|136|42339679|Male|Unclassified Tumors|2013
0-19|0.0|0.1|0.0|Malignant|21|42339679|Male|Unclassified Tumors|2013
0-19|0.3|0.4|0.3|Benign/Borderline|134|42351811|Male|Unclassified Tumors|2014
0-19|0.0|0.1|0.1|Malignant|24|42351811|Male|Unclassified Tumors|2014
0-19|0.2|0.3|0.3|Benign/Borderline|124|42425680|Male|Unclassified Tumors|2015
0-19|0.0|0.1|0.0|Malignant|21|42425680|Male|Unclassified Tumors|2015
0-19|0.3|0.4|0.4|Benign/Borderline|156|42534300|Male|Unclassified Tumors|2016
0-19|0.0|0.1|0.1|Malignant|22|42534300|Male|Unclassified Tumors|2016
0-19|0.3|0.4|0.3|Benign/Borderline|139|42605171|Male|Unclassified Tumors|2017
0-19|0.0|0.1|0.1|Malignant|29|42605171|Male|Unclassified Tumors|2017
0-19|0.3|0.4|0.3|Benign/Borderline|133|42616257|Male|Unclassified Tumors|2018
0-19|0.0|0.1|0.0|Malignant|20|42616257|Male|Unclassified Tumors|2018
0-19|0.2|0.3|0.3|Benign/Borderline|546|211518041|Male|Unclassified Tumors|2018-2022
0-19|0.0|0.1|0.1|Malignant|118|211518041|Male|Unclassified Tumors|2018-2022
0-19|0.2|0.3|0.2|Benign/Borderline|107|42563170|Male|Unclassified Tumors|2019
0-19|0.0|0.1|0.1|Malignant|21|42563170|Male|Unclassified Tumors|2019
0-19|0.2|0.3|0.2|Benign/Borderline|101|42391466|Male|Unclassified Tumors|2020
0-19|0.0|0.1|0.1|Malignant|27|42391466|Male|Unclassified Tumors|2020
0-19|0.2|0.3|0.3|Benign/Borderline|111|42049566|Male|Unclassified Tumors|2021
0-19|0.0|0.1|0.1|Malignant|22|42049566|Male|Unclassified Tumors|2021
0-19|0.2|0.3|0.2|Benign/Borderline|94|41897582|Male|Unclassified Tumors|2022
0-19|0.0|0.1|0.1|Malignant|28|41897582|Male|Unclassified Tumors|2022
0-19|0.1|0.1|0.1|Benign/Borderline|35|41889233|Male|Unique astrocytoma variants|2004
0-19|~|~|~|Malignant|~|41889233|Male|Unique astrocytoma variants|2004
0-19|0.1|0.1|0.1|Benign/Borderline|38|42006384|Male|Unique astrocytoma variants|2005
0-19|~|~|~|Malignant|~|42006384|Male|Unique astrocytoma variants|2005
0-19|0.0|0.1|0.1|Benign/Borderline|26|42158997|Male|Unique astrocytoma variants|2006
0-19|0.0|0.1|0.0|Malignant|18|42158997|Male|Unique astrocytoma variants|2006
0-19|0.1|0.1|0.1|Benign/Borderline|32|42367071|Male|Unique astrocytoma variants|2007
0-19|0.0|0.1|0.1|Malignant|23|42367071|Male|Unique astrocytoma variants|2007
0-19|0.1|0.1|0.1|Benign/Borderline|43|42541971|Male|Unique astrocytoma variants|2008
0-19|0.0|0.1|0.0|Malignant|19|42541971|Male|Unique astrocytoma variants|2008
0-19|0.1|0.1|0.1|Benign/Borderline|46|42609915|Male|Unique astrocytoma variants|2009
0-19|0.0|0.1|0.1|Malignant|24|42609915|Male|Unique astrocytoma variants|2009
0-19|0.1|0.1|0.1|Benign/Borderline|35|42572643|Male|Unique astrocytoma variants|2010
0-19|0.0|0.1|0.0|Malignant|16|42572643|Male|Unique astrocytoma variants|2010
0-19|0.1|0.2|0.1|Benign/Borderline|50|42484916|Male|Unique astrocytoma variants|2011
0-19|0.0|0.1|0.1|Malignant|29|42484916|Male|Unique astrocytoma variants|2011
0-19|0.1|0.1|0.1|Benign/Borderline|46|42387849|Male|Unique astrocytoma variants|2012
0-19|0.0|0.1|0.1|Malignant|26|42387849|Male|Unique astrocytoma variants|2012
0-19|0.1|0.1|0.1|Benign/Borderline|39|42339679|Male|Unique astrocytoma variants|2013
0-19|0.0|0.1|0.1|Malignant|26|42339679|Male|Unique astrocytoma variants|2013
0-19|0.1|0.2|0.1|Benign/Borderline|52|42351811|Male|Unique astrocytoma variants|2014
0-19|0.0|0.1|0.1|Malignant|26|42351811|Male|Unique astrocytoma variants|2014
0-19|0.0|0.1|0.1|Benign/Borderline|31|42425680|Male|Unique astrocytoma variants|2015
0-19|0.0|0.1|0.1|Malignant|27|42425680|Male|Unique astrocytoma variants|2015
0-19|0.1|0.1|0.1|Benign/Borderline|39|42534300|Male|Unique astrocytoma variants|2016
0-19|0.0|0.1|0.1|Malignant|29|42534300|Male|Unique astrocytoma variants|2016
0-19|0.1|0.1|0.1|Benign/Borderline|37|42605171|Male|Unique astrocytoma variants|2017
0-19|0.0|0.1|0.0|Malignant|17|42605171|Male|Unique astrocytoma variants|2017
0-19|0.1|0.1|0.1|Benign/Borderline|40|42616257|Male|Unique astrocytoma variants|2018
0-19|0.0|0.1|0.1|Malignant|22|42616257|Male|Unique astrocytoma variants|2018
0-19|0.1|0.1|0.1|Benign/Borderline|174|211518041|Male|Unique astrocytoma variants|2018-2022
0-19|0.0|0.1|0.0|Malignant|99|211518041|Male|Unique astrocytoma variants|2018-2022
0-19|0.1|0.1|0.1|Benign/Borderline|37|42563170|Male|Unique astrocytoma variants|2019
0-19|0.0|0.1|0.1|Malignant|23|42563170|Male|Unique astrocytoma variants|2019
0-19|0.0|0.1|0.1|Benign/Borderline|23|42391466|Male|Unique astrocytoma variants|2020
0-19|0.0|0.1|0.0|Malignant|17|42391466|Male|Unique astrocytoma variants|2020
0-19|0.1|0.1|0.1|Benign/Borderline|35|42049566|Male|Unique astrocytoma variants|2021
0-19|0.0|0.1|0.0|Malignant|21|42049566|Male|Unique astrocytoma variants|2021
0-19|0.1|0.1|0.1|Benign/Borderline|39|41897582|Male|Unique astrocytoma variants|2022
0-19|0.0|0.1|0.0|Malignant|16|41897582|Male|Unique astrocytoma variants|2022
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|All other|2004
0-19|~|~|~|Malignant|~|81754354|Male and Female|All other|2004
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|All other|2005
0-19|~|~|~|Malignant|~|82005260|Male and Female|All other|2005
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|All other|2006
0-19|~|~|~|Malignant|~|82324418|Male and Female|All other|2006
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|All other|2007
0-19|~|~|~|Malignant|~|82749431|Male and Female|All other|2007
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|All other|2008
0-19|~|~|~|Malignant|~|83118264|Male and Female|All other|2008
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|All other|2009
0-19|~|~|~|Malignant|~|83280391|Male and Female|All other|2009
0-19|~|~|~|Benign/Borderline|~|83224734|Male and Female|All other|2010
0-19|0.0|0.0|0.0|Malignant|24|83224734|Male and Female|All other|2010
0-19|~|~|~|Benign/Borderline|~|83041095|Male and Female|All other|2011
0-19|~|~|~|Malignant|~|83041095|Male and Female|All other|2011
0-19|~|~|~|Benign/Borderline|~|82866386|Male and Female|All other|2012
0-19|~|~|~|Malignant|~|82866386|Male and Female|All other|2012
0-19|~|~|~|Benign/Borderline|~|82797930|Male and Female|All other|2013
0-19|~|~|~|Malignant|~|82797930|Male and Female|All other|2013
0-19|~|~|~|Benign/Borderline|~|82828260|Male and Female|All other|2014
0-19|~|~|~|Malignant|~|82828260|Male and Female|All other|2014
0-19|~|~|~|Benign/Borderline|~|82974459|Male and Female|All other|2015
0-19|0.0|0.0|0.0|Malignant|19|82974459|Male and Female|All other|2015
0-19|~|~|~|Benign/Borderline|~|83184415|Male and Female|All other|2016
0-19|0.0|0.0|0.0|Malignant|18|83184415|Male and Female|All other|2016
0-19|~|~|~|Benign/Borderline|~|83308218|Male and Female|All other|2017
0-19|0.0|0.0|0.0|Malignant|16|83308218|Male and Female|All other|2017
0-19|0.0|0.1|0.1|Benign/Borderline|46|83321994|Male and Female|All other|2018
0-19|0.3|0.4|0.3|Malignant|258|83321994|Male and Female|All other|2018
0-19|0.1|0.1|0.1|Benign/Borderline|338|413514777|Male and Female|All other|2018-2022
0-19|0.4|0.4|0.4|Malignant|1698|413514777|Male and Female|All other|2018-2022
0-19|0.1|0.1|0.1|Benign/Borderline|77|83213818|Male and Female|All other|2019
0-19|0.3|0.4|0.4|Malignant|319|83213818|Male and Female|All other|2019
0-19|0.1|0.1|0.1|Benign/Borderline|68|82873432|Male and Female|All other|2020
0-19|0.3|0.4|0.4|Malignant|308|82873432|Male and Female|All other|2020
0-19|0.1|0.1|0.1|Benign/Borderline|76|82201873|Male and Female|All other|2021
0-19|0.4|0.5|0.4|Malignant|361|82201873|Male and Female|All other|2021
0-19|0.1|0.1|0.1|Benign/Borderline|71|81903660|Male and Female|All other|2022
0-19|0.5|0.6|0.6|Malignant|452|81903660|Male and Female|All other|2022
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Anaplastic astrocytoma|2004
0-19|0.1|0.1|0.1|Malignant|70|81754354|Male and Female|Anaplastic astrocytoma|2004
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Anaplastic astrocytoma|2005
0-19|0.1|0.1|0.1|Malignant|61|82005260|Male and Female|Anaplastic astrocytoma|2005
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Anaplastic astrocytoma|2006
0-19|0.1|0.1|0.1|Malignant|67|82324418|Male and Female|Anaplastic astrocytoma|2006
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Anaplastic astrocytoma|2007
0-19|0.1|0.1|0.1|Malignant|88|82749431|Male and Female|Anaplastic astrocytoma|2007
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Anaplastic astrocytoma|2008
0-19|0.1|0.1|0.1|Malignant|74|83118264|Male and Female|Anaplastic astrocytoma|2008
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Anaplastic astrocytoma|2009
0-19|0.1|0.1|0.1|Malignant|71|83280391|Male and Female|Anaplastic astrocytoma|2009
0-19|~|~|~|Benign/Borderline|~|83224734|Male and Female|Anaplastic astrocytoma|2010
0-19|0.1|0.1|0.1|Malignant|84|83224734|Male and Female|Anaplastic astrocytoma|2010
0-19|~|~|~|Benign/Borderline|~|83041095|Male and Female|Anaplastic astrocytoma|2011
0-19|0.1|0.1|0.1|Malignant|72|83041095|Male and Female|Anaplastic astrocytoma|2011
0-19|~|~|~|Benign/Borderline|~|82866386|Male and Female|Anaplastic astrocytoma|2012
0-19|0.1|0.1|0.1|Malignant|68|82866386|Male and Female|Anaplastic astrocytoma|2012
0-19|~|~|~|Benign/Borderline|~|82797930|Male and Female|Anaplastic astrocytoma|2013
0-19|0.1|0.1|0.1|Malignant|96|82797930|Male and Female|Anaplastic astrocytoma|2013
0-19|~|~|~|Benign/Borderline|~|82828260|Male and Female|Anaplastic astrocytoma|2014
0-19|0.1|0.1|0.1|Malignant|96|82828260|Male and Female|Anaplastic astrocytoma|2014
0-19|~|~|~|Benign/Borderline|~|82974459|Male and Female|Anaplastic astrocytoma|2015
0-19|0.1|0.1|0.1|Malignant|81|82974459|Male and Female|Anaplastic astrocytoma|2015
0-19|~|~|~|Benign/Borderline|~|83184415|Male and Female|Anaplastic astrocytoma|2016
0-19|0.1|0.1|0.1|Malignant|75|83184415|Male and Female|Anaplastic astrocytoma|2016
0-19|~|~|~|Benign/Borderline|~|83308218|Male and Female|Anaplastic astrocytoma|2017
0-19|0.1|0.1|0.1|Malignant|60|83308218|Male and Female|Anaplastic astrocytoma|2017
0-19|~|~|~|Benign/Borderline|~|83321994|Male and Female|Anaplastic astrocytoma|2018
0-19|0.1|0.1|0.1|Malignant|62|83321994|Male and Female|Anaplastic astrocytoma|2018
0-19|~|~|~|Benign/Borderline|~|413514777|Male and Female|Anaplastic astrocytoma|2018-2022
0-19|0.0|0.1|0.1|Malignant|222|413514777|Male and Female|Anaplastic astrocytoma|2018-2022
0-19|~|~|~|Benign/Borderline|~|83213818|Male and Female|Anaplastic astrocytoma|2019
0-19|0.1|0.1|0.1|Malignant|66|83213818|Male and Female|Anaplastic astrocytoma|2019
0-19|~|~|~|Benign/Borderline|~|82873432|Male and Female|Anaplastic astrocytoma|2020
0-19|0.0|0.1|0.1|Malignant|50|82873432|Male and Female|Anaplastic astrocytoma|2020
0-19|~|~|~|Benign/Borderline|~|82201873|Male and Female|Anaplastic astrocytoma|2021
0-19|0.0|0.0|0.0|Malignant|28|82201873|Male and Female|Anaplastic astrocytoma|2021
0-19|~|~|~|Benign/Borderline|~|81903660|Male and Female|Anaplastic astrocytoma|2022
0-19|0.0|0.0|0.0|Malignant|16|81903660|Male and Female|Anaplastic astrocytoma|2022
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Anaplastic oligodendroglioma|2004
0-19|~|~|~|Malignant|~|81754354|Male and Female|Anaplastic oligodendroglioma|2004
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Anaplastic oligodendroglioma|2005
0-19|~|~|~|Malignant|~|82005260|Male and Female|Anaplastic oligodendroglioma|2005
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Anaplastic oligodendroglioma|2006
0-19|0.0|0.0|0.0|Malignant|17|82324418|Male and Female|Anaplastic oligodendroglioma|2006
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Anaplastic oligodendroglioma|2007
0-19|~|~|~|Malignant|~|82749431|Male and Female|Anaplastic oligodendroglioma|2007
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Anaplastic oligodendroglioma|2008
0-19|~|~|~|Malignant|~|83118264|Male and Female|Anaplastic oligodendroglioma|2008
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Anaplastic oligodendroglioma|2009
0-19|~|~|~|Malignant|~|83280391|Male and Female|Anaplastic oligodendroglioma|2009
0-19|~|~|~|Benign/Borderline|~|83224734|Male and Female|Anaplastic oligodendroglioma|2010
0-19|~|~|~|Malignant|~|83224734|Male and Female|Anaplastic oligodendroglioma|2010
0-19|~|~|~|Benign/Borderline|~|83041095|Male and Female|Anaplastic oligodendroglioma|2011
0-19|~|~|~|Malignant|~|83041095|Male and Female|Anaplastic oligodendroglioma|2011
0-19|~|~|~|Benign/Borderline|~|82866386|Male and Female|Anaplastic oligodendroglioma|2012
0-19|~|~|~|Malignant|~|82866386|Male and Female|Anaplastic oligodendroglioma|2012
0-19|~|~|~|Benign/Borderline|~|82797930|Male and Female|Anaplastic oligodendroglioma|2013
