AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR
~|~|~|~|VIc Unspecified malignant renal tumors|61367958|0-14|All Races|Male and Female|2012
4.6|5.8|5.2|317|X GERM CELL TUMORS, TROPHOBLASTIC TUMORS AND NEOPLASMS OF GONADS|61367958|0-14|All Races|Male and Female|2012
6.9|8.2|7.5|461|XI OTHER MALIGNANT EPITHELIAL NEOPLASMS AND MALIGNANT MELANOMAS|61367958|0-14|All Races|Male and Female|2012
0.6|1.1|0.8|49|XII OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS|61367958|0-14|All Races|Male and Female|2012
0.3|0.6|0.4|25|XIIa Other specified malignant tumors|61367958|0-14|All Races|Male and Female|2012
0.3|0.6|0.4|24|XIIb Other unspecified malignant tumors|61367958|0-14|All Races|Male and Female|2012
~|~|~|~|XIa Adrenocortical carcinomas|61367958|0-14|All Races|Male and Female|2012
2.8|3.7|3.2|199|XIb Thyroid carcinomas|61367958|0-14|All Races|Male and Female|2012
~|~|~|~|XIc Nasopharyngeal carcinomas|61367958|0-14|All Races|Male and Female|2012
1.6|2.3|1.9|116|XId Malignant melanomas|61367958|0-14|All Races|Male and Female|2012
~|~|~|~|XIe Skin carcinomas|61367958|0-14|All Races|Male and Female|2012
1.6|2.3|1.9|115|XIf Other and unspecified carcinomas|61367958|0-14|All Races|Male and Female|2012
1.1|1.7|1.3|82|Xa Intracranial and intraspinal germ cell tumors|61367958|0-14|All Races|Male and Female|2012
1.2|1.9|1.5|94|Xb Malignant extracranial and extragonadal germ cell tumors|61367958|0-14|All Races|Male and Female|2012
1.7|2.5|2.1|127|Xc Malignant gonadal germ cell tumors|61367958|0-14|All Races|Male and Female|2012
~|~|~|~|Xd Gonadal carcinomas|61367958|0-14|All Races|Male and Female|2012
~|~|~|~|Xe Other and unspecified malignant gonadal tumors|61367958|0-14|All Races|Male and Female|2012
168.8|175.3|172.0|10575|All ICCC Groups Combined|61435794|0-14|All Races|Male and Female|2013
48.8|52.4|50.6|3112|I LEUKEMIAS, MYELOPROLIFERATIVE AND MYELODYSPLASTIC DISEASES|61435794|0-14|All Races|Male and Female|2013
21.2|23.6|22.3|1373|II LYMPHOMAS AND RETICULOENDOTHELIAL NEOPLASMS|61435794|0-14|All Races|Male and Female|2013
35.4|38.5|37.0|2271|III CNS AND MISCELLANEOUS INTRACRANIAL AND INTRASPINAL NEOPLASMS|61435794|0-14|All Races|Male and Female|2013
2.7|3.6|3.1|192|IIIa Ependymomas and choroid plexus tumor|61435794|0-14|All Races|Male and Female|2013
18.4|20.6|19.5|1198|IIIb Astrocytomas|61435794|0-14|All Races|Male and Female|2013
6.3|7.6|6.9|425|IIIc Intracranial and intraspinal embryonal tumors|61435794|0-14|All Races|Male and Female|2013
5.6|6.9|6.2|381|IIId Other gliomas|61435794|0-14|All Races|Male and Female|2013
0.5|1.0|0.7|46|IIIe Other specified intracranial and intraspinal neoplasms|61435794|0-14|All Races|Male and Female|2013
0.3|0.7|0.5|29|IIIf Unspecified intracranial and intraspinal neoplasms|61435794|0-14|All Races|Male and Female|2013
5.0|6.2|5.5|340|IIa Hodgkin lymphomas|61435794|0-14|All Races|Male and Female|2013
7.2|8.6|7.9|485|IIb Non-Hodgkin lymphomas (except Burkitt lymphoma)|61435794|0-14|All Races|Male and Female|2013
1.9|2.7|2.3|142|IIc Burkitt lymphoma|61435794|0-14|All Races|Male and Female|2013
5.8|7.1|6.4|393|IId Miscellaneous lymphoreticular neoplasms|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|IIe Unspecified lymphomas|61435794|0-14|All Races|Male and Female|2013
11.4|13.1|12.2|752|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|61435794|0-14|All Races|Male and Female|2013
11.1|12.8|11.9|732|IVa Neuroblastoma and ganglioneuroblastoma|61435794|0-14|All Races|Male and Female|2013
0.2|0.5|0.3|20|IVb Other peripheral nervous cell tumors|61435794|0-14|All Races|Male and Female|2013
10.1|11.7|10.9|668|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|61435794|0-14|All Races|Male and Female|2013
4.5|5.6|5.1|311|IXa Rhabdomyosarcomas|61435794|0-14|All Races|Male and Female|2013
0.9|1.5|1.2|73|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|IXc Kaposi sarcoma|61435794|0-14|All Races|Male and Female|2013
3.2|4.1|3.6|222|IXd Other specified soft tissue sarcomas|61435794|0-14|All Races|Male and Female|2013
0.8|1.3|1.0|61|IXe Unspecified soft tissue sarcomas|61435794|0-14|All Races|Male and Female|2013
36.6|39.7|38.1|2346|Ia Lymphoid leukemias|61435794|0-14|All Races|Male and Female|2013
7.3|8.7|8.0|492|Ib Acute myeloid leukemias|61435794|0-14|All Races|Male and Female|2013
1.4|2.0|1.7|102|Ic Chronic myeloproliferative diseases|61435794|0-14|All Races|Male and Female|2013
1.3|1.9|1.5|95|Id Myelodysplastic syndrome and other myeloproliferative diseases|61435794|0-14|All Races|Male and Female|2013
1.0|1.6|1.3|77|Ie Unspecified and other specified leukemias|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|Not classified by ICCC|61435794|0-14|All Races|Male and Female|2013
3.8|4.8|4.3|264|V RETINOBLASTOMA|61435794|0-14|All Races|Male and Female|2013
8.2|9.7|8.9|549|VI RENAL TUMORS|61435794|0-14|All Races|Male and Female|2013
2.6|3.5|3.0|186|VII HEPATIC TUMORS|61435794|0-14|All Races|Male and Female|2013
6.7|8.0|7.3|450|VIII MALIGNANT BONE TUMORS|61435794|0-14|All Races|Male and Female|2013
3.3|4.3|3.8|231|VIIIa Osteosarcomas|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|VIIIb Chondrosarcomas|61435794|0-14|All Races|Male and Female|2013
2.4|3.3|2.8|174|VIIIc Ewing tumor and related sarcomas of bone|61435794|0-14|All Races|Male and Female|2013
0.3|0.6|0.4|27|VIIId Other specified malignant bone tumors|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|VIIIe Unspecified malignant bone tumors|61435794|0-14|All Races|Male and Female|2013
2.2|3.0|2.6|158|VIIa Hepatoblastoma and mesenchymal tumors of liver|61435794|0-14|All Races|Male and Female|2013
0.3|0.6|0.4|26|VIIb Hepatic carcinomas|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|VIIc Unspecified malignant hepatic tumors|61435794|0-14|All Races|Male and Female|2013
7.8|9.2|8.5|522|VIa Nephroblastoma and other non-epithelial renal tumors|61435794|0-14|All Races|Male and Female|2013
0.3|0.6|0.4|24|VIb Renal carcinomas|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|VIc Unspecified malignant renal tumors|61435794|0-14|All Races|Male and Female|2013
5.1|6.4|5.7|352|X GERM CELL TUMORS, TROPHOBLASTIC TUMORS AND NEOPLASMS OF GONADS|61435794|0-14|All Races|Male and Female|2013
8.0|9.5|8.7|537|XI OTHER MALIGNANT EPITHELIAL NEOPLASMS AND MALIGNANT MELANOMAS|61435794|0-14|All Races|Male and Female|2013
0.5|1.0|0.7|46|XII OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS|61435794|0-14|All Races|Male and Female|2013
0.3|0.7|0.5|30|XIIa Other specified malignant tumors|61435794|0-14|All Races|Male and Female|2013
0.1|0.4|0.3|16|XIIb Other unspecified malignant tumors|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|XIa Adrenocortical carcinomas|61435794|0-14|All Races|Male and Female|2013
3.1|4.1|3.6|221|XIb Thyroid carcinomas|61435794|0-14|All Races|Male and Female|2013
0.2|0.5|0.4|22|XIc Nasopharyngeal carcinomas|61435794|0-14|All Races|Male and Female|2013
1.8|2.5|2.1|132|XId Malignant melanomas|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|XIe Skin carcinomas|61435794|0-14|All Races|Male and Female|2013
2.1|2.8|2.4|149|XIf Other and unspecified carcinomas|61435794|0-14|All Races|Male and Female|2013
1.4|2.0|1.7|103|Xa Intracranial and intraspinal germ cell tumors|61435794|0-14|All Races|Male and Female|2013
1.1|1.6|1.3|81|Xb Malignant extracranial and extragonadal germ cell tumors|61435794|0-14|All Races|Male and Female|2013
2.0|2.8|2.4|147|Xc Malignant gonadal germ cell tumors|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|Xd Gonadal carcinomas|61435794|0-14|All Races|Male and Female|2013
~|~|~|~|Xe Other and unspecified malignant gonadal tumors|61435794|0-14|All Races|Male and Female|2013
172.2|178.8|175.5|10805|All ICCC Groups Combined|61534687|0-14|All Races|Male and Female|2014
49.7|53.3|51.5|3172|I LEUKEMIAS, MYELOPROLIFERATIVE AND MYELODYSPLASTIC DISEASES|61534687|0-14|All Races|Male and Female|2014
22.7|25.1|23.9|1469|II LYMPHOMAS AND RETICULOENDOTHELIAL NEOPLASMS|61534687|0-14|All Races|Male and Female|2014
35.4|38.4|36.9|2269|III CNS AND MISCELLANEOUS INTRACRANIAL AND INTRASPINAL NEOPLASMS|61534687|0-14|All Races|Male and Female|2014
2.9|3.8|3.3|205|IIIa Ependymomas and choroid plexus tumor|61534687|0-14|All Races|Male and Female|2014
18.0|20.2|19.1|1173|IIIb Astrocytomas|61534687|0-14|All Races|Male and Female|2014
6.7|8.1|7.4|453|IIIc Intracranial and intraspinal embryonal tumors|61534687|0-14|All Races|Male and Female|2014
5.2|6.4|5.8|355|IIId Other gliomas|61534687|0-14|All Races|Male and Female|2014
0.6|1.1|0.8|51|IIIe Other specified intracranial and intraspinal neoplasms|61534687|0-14|All Races|Male and Female|2014
0.4|0.7|0.5|32|IIIf Unspecified intracranial and intraspinal neoplasms|61534687|0-14|All Races|Male and Female|2014
4.9|6.1|5.5|337|IIa Hodgkin lymphomas|61534687|0-14|All Races|Male and Female|2014
8.1|9.6|8.8|542|IIb Non-Hodgkin lymphomas (except Burkitt lymphoma)|61534687|0-14|All Races|Male and Female|2014
2.4|3.2|2.8|171|IIc Burkitt lymphoma|61534687|0-14|All Races|Male and Female|2014
5.9|7.2|6.5|401|IId Miscellaneous lymphoreticular neoplasms|61534687|0-14|All Races|Male and Female|2014
0.2|0.5|0.3|18|IIe Unspecified lymphomas|61534687|0-14|All Races|Male and Female|2014
11.2|12.9|12.0|741|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|61534687|0-14|All Races|Male and Female|2014
11.0|12.7|11.8|728|IVa Neuroblastoma and ganglioneuroblastoma|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|IVb Other peripheral nervous cell tumors|61534687|0-14|All Races|Male and Female|2014
10.0|11.7|10.8|666|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|61534687|0-14|All Races|Male and Female|2014
4.2|5.3|4.7|291|IXa Rhabdomyosarcomas|61534687|0-14|All Races|Male and Female|2014
0.9|1.5|1.2|74|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|IXc Kaposi sarcoma|61534687|0-14|All Races|Male and Female|2014
3.2|4.2|3.7|228|IXd Other specified soft tissue sarcomas|61534687|0-14|All Races|Male and Female|2014
0.9|1.5|1.2|72|IXe Unspecified soft tissue sarcomas|61534687|0-14|All Races|Male and Female|2014
37.4|40.6|39.0|2400|Ia Lymphoid leukemias|61534687|0-14|All Races|Male and Female|2014
7.3|8.7|8.0|491|Ib Acute myeloid leukemias|61534687|0-14|All Races|Male and Female|2014
1.3|2.0|1.6|101|Ic Chronic myeloproliferative diseases|61534687|0-14|All Races|Male and Female|2014
1.3|2.0|1.6|100|Id Myelodysplastic syndrome and other myeloproliferative diseases|61534687|0-14|All Races|Male and Female|2014
1.0|1.6|1.3|80|Ie Unspecified and other specified leukemias|61534687|0-14|All Races|Male and Female|2014
0.2|0.6|0.4|24|Not classified by ICCC|61534687|0-14|All Races|Male and Female|2014
3.8|4.9|4.3|265|V RETINOBLASTOMA|61534687|0-14|All Races|Male and Female|2014
8.4|9.9|9.1|560|VI RENAL TUMORS|61534687|0-14|All Races|Male and Female|2014
2.8|3.8|3.3|202|VII HEPATIC TUMORS|61534687|0-14|All Races|Male and Female|2014
7.1|8.5|7.8|480|VIII MALIGNANT BONE TUMORS|61534687|0-14|All Races|Male and Female|2014
3.8|4.8|4.3|265|VIIIa Osteosarcomas|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|VIIIb Chondrosarcomas|61534687|0-14|All Races|Male and Female|2014
2.3|3.1|2.7|165|VIIIc Ewing tumor and related sarcomas of bone|61534687|0-14|All Races|Male and Female|2014
0.3|0.7|0.5|29|VIIId Other specified malignant bone tumors|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|VIIIe Unspecified malignant bone tumors|61534687|0-14|All Races|Male and Female|2014
2.5|3.3|2.9|178|VIIa Hepatoblastoma and mesenchymal tumors of liver|61534687|0-14|All Races|Male and Female|2014
0.2|0.6|0.4|24|VIIb Hepatic carcinomas|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|VIIc Unspecified malignant hepatic tumors|61534687|0-14|All Races|Male and Female|2014
7.9|9.4|8.6|532|VIa Nephroblastoma and other non-epithelial renal tumors|61534687|0-14|All Races|Male and Female|2014
0.3|0.6|0.4|26|VIb Renal carcinomas|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|VIc Unspecified malignant renal tumors|61534687|0-14|All Races|Male and Female|2014
5.1|6.3|5.7|350|X GERM CELL TUMORS, TROPHOBLASTIC TUMORS AND NEOPLASMS OF GONADS|61534687|0-14|All Races|Male and Female|2014
8.4|9.9|9.1|563|XI OTHER MALIGNANT EPITHELIAL NEOPLASMS AND MALIGNANT MELANOMAS|61534687|0-14|All Races|Male and Female|2014
0.5|1.0|0.7|44|XII OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS|61534687|0-14|All Races|Male and Female|2014
0.3|0.7|0.5|29|XIIa Other specified malignant tumors|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|XIIb Other unspecified malignant tumors|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|XIa Adrenocortical carcinomas|61534687|0-14|All Races|Male and Female|2014
3.5|4.5|3.9|243|XIb Thyroid carcinomas|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|XIc Nasopharyngeal carcinomas|61534687|0-14|All Races|Male and Female|2014
1.8|2.6|2.2|134|XId Malignant melanomas|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|XIe Skin carcinomas|61534687|0-14|All Races|Male and Female|2014
2.2|3.0|2.6|160|XIf Other and unspecified carcinomas|61534687|0-14|All Races|Male and Female|2014
1.2|1.8|1.5|90|Xa Intracranial and intraspinal germ cell tumors|61534687|0-14|All Races|Male and Female|2014
1.3|2.0|1.6|101|Xb Malignant extracranial and extragonadal germ cell tumors|61534687|0-14|All Races|Male and Female|2014
1.9|2.6|2.2|138|Xc Malignant gonadal germ cell tumors|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|Xd Gonadal carcinomas|61534687|0-14|All Races|Male and Female|2014
~|~|~|~|Xe Other and unspecified malignant gonadal tumors|61534687|0-14|All Races|Male and Female|2014
174.9|181.5|178.2|10987|All ICCC Groups Combined|61594394|0-14|All Races|Male and Female|2015
52.2|55.9|54.0|3331|I LEUKEMIAS, MYELOPROLIFERATIVE AND MYELODYSPLASTIC DISEASES|61594394|0-14|All Races|Male and Female|2015
22.7|25.1|23.9|1471|II LYMPHOMAS AND RETICULOENDOTHELIAL NEOPLASMS|61594394|0-14|All Races|Male and Female|2015
34.1|37.1|35.6|2191|III CNS AND MISCELLANEOUS INTRACRANIAL AND INTRASPINAL NEOPLASMS|61594394|0-14|All Races|Male and Female|2015
2.7|3.6|3.1|192|IIIa Ependymomas and choroid plexus tumor|61594394|0-14|All Races|Male and Female|2015
17.1|19.2|18.1|1116|IIIb Astrocytomas|61594394|0-14|All Races|Male and Female|2015
6.6|8.0|7.3|449|IIIc Intracranial and intraspinal embryonal tumors|61594394|0-14|All Races|Male and Female|2015
5.4|6.6|6.0|366|IIId Other gliomas|61594394|0-14|All Races|Male and Female|2015
0.5|0.9|0.7|43|IIIe Other specified intracranial and intraspinal neoplasms|61594394|0-14|All Races|Male and Female|2015
0.3|0.6|0.4|25|IIIf Unspecified intracranial and intraspinal neoplasms|61594394|0-14|All Races|Male and Female|2015
5.3|6.5|5.8|361|IIa Hodgkin lymphomas|61594394|0-14|All Races|Male and Female|2015
7.5|8.9|8.2|503|IIb Non-Hodgkin lymphomas (except Burkitt lymphoma)|61594394|0-14|All Races|Male and Female|2015
2.2|3.0|2.5|156|IIc Burkitt lymphoma|61594394|0-14|All Races|Male and Female|2015
6.4|7.7|7.0|434|IId Miscellaneous lymphoreticular neoplasms|61594394|0-14|All Races|Male and Female|2015
0.2|0.4|0.3|17|IIe Unspecified lymphomas|61594394|0-14|All Races|Male and Female|2015
11.4|13.2|12.3|758|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|61594394|0-14|All Races|Male and Female|2015
11.2|13.0|12.1|745|IVa Neuroblastoma and ganglioneuroblastoma|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|IVb Other peripheral nervous cell tumors|61594394|0-14|All Races|Male and Female|2015
10.0|11.6|10.8|666|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|61594394|0-14|All Races|Male and Female|2015
4.3|5.5|4.9|301|IXa Rhabdomyosarcomas|61594394|0-14|All Races|Male and Female|2015
0.8|1.4|1.1|67|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|IXc Kaposi sarcoma|61594394|0-14|All Races|Male and Female|2015
3.2|4.1|3.6|223|IXd Other specified soft tissue sarcomas|61594394|0-14|All Races|Male and Female|2015
0.9|1.5|1.2|74|IXe Unspecified soft tissue sarcomas|61594394|0-14|All Races|Male and Female|2015
39.8|43.0|41.4|2550|Ia Lymphoid leukemias|61594394|0-14|All Races|Male and Female|2015
7.3|8.8|8.0|496|Ib Acute myeloid leukemias|61594394|0-14|All Races|Male and Female|2015
1.6|2.4|2.0|122|Ic Chronic myeloproliferative diseases|61594394|0-14|All Races|Male and Female|2015
1.2|1.8|1.5|93|Id Myelodysplastic syndrome and other myeloproliferative diseases|61594394|0-14|All Races|Male and Female|2015
0.9|1.4|1.1|70|Ie Unspecified and other specified leukemias|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|Not classified by ICCC|61594394|0-14|All Races|Male and Female|2015
4.4|5.5|4.9|306|V RETINOBLASTOMA|61594394|0-14|All Races|Male and Female|2015
9.0|10.6|9.8|603|VI RENAL TUMORS|61594394|0-14|All Races|Male and Female|2015
3.2|4.1|3.6|223|VII HEPATIC TUMORS|61594394|0-14|All Races|Male and Female|2015
6.8|8.2|7.4|459|VIII MALIGNANT BONE TUMORS|61594394|0-14|All Races|Male and Female|2015
3.4|4.4|3.8|237|VIIIa Osteosarcomas|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|VIIIb Chondrosarcomas|61594394|0-14|All Races|Male and Female|2015
2.3|3.1|2.7|166|VIIIc Ewing tumor and related sarcomas of bone|61594394|0-14|All Races|Male and Female|2015
0.4|0.7|0.5|32|VIIId Other specified malignant bone tumors|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|VIIIe Unspecified malignant bone tumors|61594394|0-14|All Races|Male and Female|2015
2.7|3.6|3.2|196|VIIa Hepatoblastoma and mesenchymal tumors of liver|61594394|0-14|All Races|Male and Female|2015
0.3|0.6|0.4|26|VIIb Hepatic carcinomas|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|VIIc Unspecified malignant hepatic tumors|61594394|0-14|All Races|Male and Female|2015
8.6|10.2|9.4|577|VIa Nephroblastoma and other non-epithelial renal tumors|61594394|0-14|All Races|Male and Female|2015
0.2|0.6|0.4|24|VIb Renal carcinomas|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|VIc Unspecified malignant renal tumors|61594394|0-14|All Races|Male and Female|2015
4.9|6.1|5.5|338|X GERM CELL TUMORS, TROPHOBLASTIC TUMORS AND NEOPLASMS OF GONADS|61594394|0-14|All Races|Male and Female|2015
8.7|10.2|9.4|583|XI OTHER MALIGNANT EPITHELIAL NEOPLASMS AND MALIGNANT MELANOMAS|61594394|0-14|All Races|Male and Female|2015
0.6|1.0|0.8|47|XII OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS|61594394|0-14|All Races|Male and Female|2015
0.4|0.8|0.5|34|XIIa Other specified malignant tumors|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|XIIb Other unspecified malignant tumors|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|XIa Adrenocortical carcinomas|61594394|0-14|All Races|Male and Female|2015
3.0|4.0|3.5|214|XIb Thyroid carcinomas|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|XIc Nasopharyngeal carcinomas|61594394|0-14|All Races|Male and Female|2015
1.7|2.5|2.1|128|XId Malignant melanomas|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|XIe Skin carcinomas|61594394|0-14|All Races|Male and Female|2015
3.1|4.1|3.6|220|XIf Other and unspecified carcinomas|61594394|0-14|All Races|Male and Female|2015
1.3|2.0|1.6|100|Xa Intracranial and intraspinal germ cell tumors|61594394|0-14|All Races|Male and Female|2015
1.1|1.7|1.4|85|Xb Malignant extracranial and extragonadal germ cell tumors|61594394|0-14|All Races|Male and Female|2015
1.9|2.6|2.2|137|Xc Malignant gonadal germ cell tumors|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|Xd Gonadal carcinomas|61594394|0-14|All Races|Male and Female|2015
~|~|~|~|Xe Other and unspecified malignant gonadal tumors|61594394|0-14|All Races|Male and Female|2015
172.8|179.5|176.1|10878|All ICCC Groups Combined|61696945|0-14|All Races|Male and Female|2016
